titel,name,email,zugang,quelle,status,link
Vorbereitungskurs auf eine medieninformationstechnische Umschulung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Mindestens Hauptschulabschluss oder vergleichbaren Schulabschluss.</li><li> Interesse für den IT oder medieninformationstechnischen Bereich.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Kenntnisse.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitung-umschulung-weiterbildung-it-bereich/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf eine Mediengestalter-Umschulung - Schwerpunkt: Tools in der Mediengestaltung - Intensiv,Berufliche Fortbildungszentren der Bayerischen Wirtschaft (bfz) gGmbH,beratung@bfz.de,"<p>Besondere Teilnahmevoraussetzungen sind nicht nötig, da die konkreten Inhalte und Schwerpunkte individuell auf jeden Teilnehmer, seinen Bedarf und seine Vorkenntnisse abgestimmt werden.</p>",bildungsanbieter,not sent,https://www.bfz.de/r/ibb?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-X-4410-1
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Schwerpunkt EDV",Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2.</p>,bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4043-1
Fachinformatiker Daten- und Prozessanalyse - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-daten-prozessanalyse/?utm_campaign=weiterbildung&utm_source=kursnet
Erwerb von Grundkompetenzen - IT-Kompetenz (PC - Computer Grundlagen und Microsoft Word - Textverarbeitung),Institut für Bildung & Beruf,weiterbildung.hachenburg@ibb-hb.de,"<p>Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für eine Teilnahme nicht erforderlich. Um unser Angebot individuell auf Ihre Bedürfnisse zuschneiden zu können, führen wir mit Ihnen vorab ein persönliches Beratungsgespräch. Ausnahmeregelungen erfolgen in Abstimmung mit dem Jobcenter bzw. der Arbeitsagentur oder der optierenden Kommune.</p>",bildungsanbieter,not sent,https://www.ibbhachenburg.de/weiterbildung.html?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-K-6#/kurs-fuer-arbeitssuchende/S-2368-K-6
"Alltagsbegleiter - Betreuungskraft nach §§ 43b, 53b SGB XI",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Abgeschlossene Ausbildung im relevanten Bereich oder ein Studium bzw. ein abgebrochenes Hochschulstudium oder ausreichende Berufserfahrung</li><li> Deutsch in Wort und Schrift</li><li> Grundlegende EDV-Kenntnisse</li><li> Grundkenntnisse in Englisch wünschenswert, aber nicht zwingend erforderlich</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/alltagsbetreuer-betreuungskraft-nach-paragraf-43b-53b-sgb-xi/?utm_campaign=weiterbildung&utm_source=kursnet
Berufsvorbereitende Bildungsmaßnahme - BvB,BNW gGmbH - Bildungswerk der Niedersächsischen Wirtschaft gemeinnützige GmbH,servicemanagement@bnw.de,<p>Nähere Informationen über Teilnahme und Voraussetzung erteilt die Berufsberatung der Agentur für Arbeit</p>,bildungsanbieter,not sent,https://www.bnw.de/kurse/ausschreibungen/berufsvorbereitende-bildungsmassnahme-bvb/
Zerspanungsmechaniker/ -in Fachrichtung Drehtechnik,BBW Frechen (CJD),anmeldung.frechen@cjd.de,<p>In der Regel über die Reha-Berufsberatung der Agentur für Arbeit am Wohnort</p>,bildungsanbieter,not sent,http://www.cjd-bbw-frechen.de
Alltagsbetreuer/in 4.0 mit digitalen und interkulturellen Kompetenzen,cpi consulting + training GmbH,anfrage@cpi.de,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit CPI und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.cpi.de/kursnet/alltagsbetreuer-digitale-interkulturelle-kompetenzen/?utm_campaign=weiterbildung&utm_source=kursnet
Nachprüfungsvorbereitung Teil II der Umschulung IT-System-Elektroniker (w/m/d),WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-ii-umschulung-it-system-elektroniker/
Erwerb von Grundkompetenzen - Grundwissen Mathematik (Anwendung von Zahlen & Zins- und Prozentrechnung),IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich.<br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p><br/><br/><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/S-2368-D-6?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=S-2368-D-6
Erwerb von Grundkompetenzen - IT-Kompetenz (PC - Computer Grundlagen; Browser und Microsoft Outlook),IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für eine Teilnahme nicht erforderlich. Um unser Angebot individuell auf Ihre Bedürfnisse zuschneiden zu können, führen wir mit Ihnen vorab ein persönliches Beratungsgespräch. Ausnahmeregelungen erfolgen in Abstimmung mit dem Jobcenter bzw. der Arbeitsagentur oder der optierenden Kommune.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/S-2368-H-6?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=S-2368-H-6
"Kaufmann, Kauffrau für Marketingkommunikation - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-marketingkommunikation/?utm_campaign=weiterbildung&utm_source=kursnet
Fachschule für Wirtschaft,Berufl. Schulen LK WA-FKB Korbach u. Bad Arolsen,office@bs-korbach.de,"<p>- abgeschlossene Berufsausbildung in einem einschlägigen <br/> Ausbildungsberuf oder<br/>- Nachweis einer mindestens fünfjährigen einschlägigen <br/> beruflichen Tätigkeit und<br/>- Abschlusszeugnis der Berufsschule sowie<br/> mindestens einjährige Berufserfahrung, die auch während des <br/> Fachschulbesuchs erworben werden kann</p>",bildungsanbieter,not sent,
Vorbereitung auf eine IT Umschulung,Akademie Überlingen,kursnet-management@a-ue.de,<ul><li>gute Sprachkenntnisse in Deutsch in Wort und Schrift </li><li>grundlegende EDV-Kenntnisse</li></ul>,bildungsanbieter,not sent,https://www.akademie-ueberlingen.de/kurs-basisdaten/fit-fuer-die-it-umschulung/?mtm_campaign=meinNOW&mtm_kwd=Digital-Akademie
Fachinformatiker Anwendungsentwicklung - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-fachinformatiker-anwendungsentwicklung/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine IT-Umschulung - mit Schwerpunkt auf den drei IT-Grundlagenfächern, für Quereinsteiger mit vorbereitendem Grundlagenmodul",Reha & Beruf gGmbH,onlineakademie@rehaundberuf.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p>,bildungsanbieter,not sent,https://rehaundberuf.de/onlineakademie/fort-weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-E-4003-2#/kurs-fuer-arbeitssuchende/ZU-E-4003-2
"Kauffrau, Kaufmann für Groß- und Außenhandelsmanagement (Großhandel) - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-gross-aussenhandelsmanagement-grosshandel/?utm_campaign=weiterbildung&utm_source=kursnet
Nachprüfungsvorbereitung Teil II der Umschulung Fachinformatiker Anwendungsentwicklung (w/m/d),WBS TRAINING SE,info@wbstraining.de,<p>Die Zulassungsvoraussetzungen für die Abschlussprüfung müssen erfüllt sein (z. B. durch Absolvieren des Praktikums und Lerninhalte der AO).</p>,bildungsanbieter,not sent,https://www.wbstraining.de/kn/nachpruefung-ii-umschulung-fachinformatiker/
Grundkompetenzen: Deutsch 1,TERTIA Berufsförderung GmbH & Co. KG,schnittstelle@tertia.de,keine Angabe,bildungsanbieter,not sent,https://www.tertia.de/tobi_grundkompetenzen/
"Betreuungskraft nach §§ 43b, 53b SGB XI mit Zusatzqualifikation Demenz verstehen",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Teilnehmende sollten soziale Kompetenz, Empathie-Fähigkeit, hohe Belastbarkeit sowie Wahrnehmungsfähigkeit und Beobachtungsgabe aufweisen. Sie müssen sich in einem mindestens fünftägigen Praktikum VOR Beginn des Kurses erproben. Hierbei finden Sie heraus, ob Ihnen die Arbeit mit demenzerkrankten, körperlich beeinträchtigten oder geistig behinderten Menschen Freude bereitet. Computer-Kenntnisse sind unbedingt sicherzustellen. Die Deutschkenntnisse sollten sich auf muttersprachlichem Niveau bewegen (mind. Niveau B2 - ggf. Einstufungstest).</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/Z-P-7120?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=Z-P-7120
"Mediengestalter Digital und Print - Vorbereitung auf die IHK-Prüfung, Fachrichtung Digitalmedien",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-mediengestalter-digitalmedien/?utm_campaign=weiterbildung&utm_source=kursnet
Grundkompetenzen: Mathematik 1,TERTIA Berufsförderung GmbH & Co. KG,schnittstelle@tertia.de,keine Angabe,bildungsanbieter,not sent,https://www.tertia.de/tobi_grundkompetenzen/
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Einführung in die Buchführung",TERTIA Berufsförderung GmbH & Co. KG,info@tertia.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2.</p>,bildungsanbieter,not sent,https://www.viona.online/kursdetail/zu-k-4047?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4047-1_TERTIA
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Schwerpunkt Sprachfestigung auf Englisch A2/ B1-Niveau",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Sprachniveau B1.1.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-S-4045-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-S-4045-1
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Sprachfestigung auf Englisch A2/ B1-Niveau und Einführung in die Buchführung",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Sprachniveau B1.1. sowie gute Kenntnisse im Umgang mit dem PC und MS Office.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-K-4041-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-K-4041-1
Umschulung Kaufmann/frau für Büromanagement,PLAN B gGmbH,info@gesundheit-planb.de,<p>Keine Voraussetzungen erforderlich</p>,bildungsanbieter,not sent,
"Mediengestalter Digital und Print - Vorbereitung auf die IHK-Prüfung, Fachrichtung Designkonzeption",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-mediengestalter-designkonzeption/?utm_campaign=weiterbildung&utm_source=kursnet
Grundlagen Metallbearbeitung - Praxisphase zur beruflichen Kenntnisvermittlung,TÜV Rheinland Akademie GmbH I,servicecenter@de.tuv.com,"<p>Damit Sie teilnehmen können, sollten Sie folgende Voraussetzungen erfüllen:<br/></p><ul><li>Mindestens 25 Jahre</li><li>Gesundheitliche Beeinträchtigung</li><li>Grundsätzliche Erwerbsfähigkeit- wenn auch vermindert</li></ul><p>Bevor Sie den Kurs beginnen, erhalten Sie eine individuelle Beratung.</p>",bildungsanbieter,not sent,https://kurse.tuv.com/weiterbildung/grundlagen-metallbearbeitung-praxisphase-zur-beruflichen-kenntnisvermittlung?wt_mc=DE25_A06_MYNOW_EL_Textlink_&cpid=DE25_A06_MYNOW_EL&utm_medium=Textlink&utm_source=Externallink&utm_id=DE25_A06_MYNOW_EL&utm_content=Textlink_&utm_campaign=mynow&utm_term=NonPaid
Vorbereitungskurs auf eine medieninformationstechnische Umschulung inkl. Eignungsfeststellung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-medieninformationstechnische-umschulung-eignungsfeststellung/?utm_campaign=weiterbildung&utm_source=kursnet
Erwerb von Grundkompetenzen - Excel lernen,bfw - Unternehmen für Bildung.,meinkurs@bfw.de,<p>Beratungsgespräch beim bfw</p>,bildungsanbieter,not sent,
"Kauffrau, Kaufmann für IT System Management - Vorbereitung auf die IHK Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-it-system-management/?utm_campaign=weiterbildung&utm_source=kursnet
